区域,房源维护时间,房源编号,租赁方式,房屋类型厅室,房屋类型面积,房屋类型精装修,经纪人,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金,押金,服务费,中介费
海淀 公主坟 普惠南里,2020/4/20,BJ2496417440389668864,整租,2室1厅1卫,60㎡,#,牛星宇,60㎡,南 北,2天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,6200,6200,0,6200
海淀 万柳 蜂鸟家园,2020/4/15,BJ2433039747816628224,整租,1室0厅1卫,46㎡,精装修,张晓翠,46㎡,西,7天前,随时入住,中楼层/9层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,半年付,5950,5950,0,5950
朝阳 石佛营 十里堡北区,2020/4/14,BJ2497600560560078848,整租,1室2厅1卫,54㎡,精装修,齐银香,54㎡,东 西,8天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5500,5500,0,5500
顺义 顺义城 西辛南区,2020/4/11,BJ2497632131481092096,整租,2室1厅1卫,67㎡,#,冯慧林,67㎡,南 西 北,11天前,2020/5/1,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3800,3800,0,3800
朝阳 十里堡 八里庄南里,2020/4/15,BJ2497764772049854464,整租,2室1厅1卫,63㎡,精装修,窦红熙,63㎡,南 北,7天前,2020/5/10,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,6300,6300,0,6300
海淀 西北旺 景和园,2020/4/18,BJ2497807525697552384,整租,2室1厅1卫,69㎡,#,王天强,69㎡,南 北,4天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,6200,6200,0,6200
海淀 西三旗 建材城西二里,2020/4/19,BJ2497786207812198400,整租,2室1厅1卫,63㎡,#,李晓蒙,63㎡,南 北,3天前,2020/5/12,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,5600,5600,0,5600
丰台 洋桥 洋桥北里,2020/4/22,BJ2497848380978905088,整租,1室1厅1卫,41㎡,精装修,冯磊,41㎡,南,今天,2020/5/10,低楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,4500,4500,0,4500
朝阳 望京 南湖东园二区,2020/4/22,BJ2498304638139506688,整租,1室1厅1卫,54㎡,精装修,王秀静,54㎡,东,今天,随时入住,中楼层/14层,有,免费使用,民水,民电,有,集中供暖,3年以上,需提前预约,季付,6000,6000,0,6000
顺义 顺义城 前进花园石门苑,2020/4/22,BJ2497571296557408256,整租,1室1厅1卫,70㎡,#,武晓丽,70㎡,南 北,今天,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3300,3300,0,3300
朝阳 望京 南湖东园二区,2020/4/22,BJ2498304638139506688,整租,1室1厅1卫,54㎡,精装修,李文月,54㎡,东,今天,随时入住,中楼层/14层,有,免费使用,民水,民电,有,集中供暖,3年以上,需提前预约,季付,6000,6000,0,6000
西城 右安门内 建功东里,2020/4/9,BJ2495721656132313088,整租,2室1厅1卫,59㎡,#,陈颖,59㎡,南 北,13天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,5000,5000,0,5000
丰台 青塔 广安﹒康馨家园,2020/4/9,BJ2495407736712601600,整租,2室1厅1卫,81㎡,#,朱宁,81㎡,南 北,13天前,随时入住,高楼层/34层,有,租用车位,民水,民电,有,集中供暖,1~3个月,需提前预约,季付,4600,4600,0,4600
丰台 青塔 广安﹒康馨家园,2020/4/19,BJ2495436119526096896,整租,1室1厅1卫,62㎡,#,朱宁,62㎡,南,3天前,随时入住,高楼层/26层,有,暂无数据,民水,民电,有,集中供暖,1~3个月,需提前预约,季付,4000,4000,0,4000
顺义 中央别墅区 天裕昕园,2020/4/20,BJ2495483371556446208,整租,2室1厅1卫,79㎡,#,刘建明,79㎡,南 北,2天前,随时入住,中楼层/18层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2年以内,需提前预约,需咨询,3500,3500,0,3500
朝阳 惠新西街 惠新北里,2020/4/22,BJ2494878995217661952,整租,1室1厅1卫,54㎡,精装修,孙慧敏,54㎡,东南,今天,随时入住,低楼层/16层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,6200,6200,0,6200
通州 北关 西潞苑小区,2020/4/22,BJ2494838729916039168,整租,2室1厅1卫,65㎡,#,陈玲慧,65㎡,南 北,今天,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3300,3300,0,3300
昌平 北七家 北亚花园,2020/4/22,BJ2495002220949405696,整租,2室1厅1卫,84㎡,精装修,代鑫,84㎡,南,今天,随时入住,中楼层/7层,无,免费使用,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3800,3800,0,3800
亦庄开发区 亦庄 锋创科技园,2020/4/9,BJ2460667060741742592,整租,1房间0卫,61㎡,#,李跞博,61㎡,东南,13天前,随时入住,中楼层/19层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,3900,3900,0,3900
东城 崇文门 兴隆都市馨园,2020/4/15,BJ2472371221862555648,整租,1室0厅1卫,38㎡,精装修,李国盛,38㎡,南,7天前,随时入住,中楼层/7层,有,暂无数据,民水,民电,无,集中供暖,3年以内,需提前预约,季付,5500,5500,0,5500
朝阳 立水桥 明天第一城8号院,2020/4/12,BJ2478368050949128192,整租,1房间1卫,34㎡,精装修,雷茹,34㎡,西,10天前,随时入住,中楼层/20层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,4500,4500,0,4500
东城 广渠门 东方财富,2020/4/9,BJ2415074169605079040,整租,1室0厅1卫,45㎡,#,黄春荣,45㎡,西,13天前,随时入住,中楼层/15层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,5300,5300,0,5300
朝阳 甘露园 天天朝阳,2020/4/15,BJ2488237971736625152,整租,1室0厅1卫,38㎡,精装修,王小丽,38㎡,东,7天前,随时入住,高楼层/16层,有,租用车位,民水,民电,有,自采暖,3年以上,需提前预约,季付,4700,4700,0,4700
东城 广渠门 东方财富,2020/4/9,BJ2457936168080654336,整租,1室0厅1卫,45㎡,精装修,陈凯,45㎡,东,13天前,随时入住,高楼层/15层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5300,5300,0,5300
丰台 北京南站 世纪金色嘉园,2020/4/15,BJ2402043608187273216,整租,1室0厅1卫,24㎡,#,闫壮,24㎡,南,7天前,随时入住,低楼层/28层,有,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,季付,3800,3800,0,3800
朝阳 百子湾 大成国际,2020/4/15,BJ2435316083519913984,整租,1室0厅1卫,45㎡,精装修,吕书松,45㎡,北,7天前,随时入住,高楼层/21层,有,暂无数据,民水,民电,无,集中供暖,3年以内,需提前预约,季付,5100,5100,0,5100
东城 东四 华人一品阁,2020/4/3,BJ2469449975563042816,整租,1房间1卫,20㎡,#,王永杰,20㎡,南,19天前,随时入住,低楼层/3层,有,租用车位,商水,商电,无,集中供暖,3年以内,需提前预约,季付,3600,3600,0,3600
东城 崇文门 兴隆都市馨园,2020/4/10,BJ2486222822104907776,整租,1室0厅1卫,38㎡,精装修,史思雨,38㎡,北,12天前,随时入住,中楼层/7层,有,暂无数据,民水,民电,无,集中供暖,3年以内,需提前预约,需咨询,4800,4800,0,4800
东城 崇文门 兴隆都市馨园,2020/4/15,BJ2462089435487928320,整租,1室0厅1卫,29㎡,精装修,连超,29㎡,西,7天前,随时入住,中楼层/7层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,季付,4800,4800,0,4800
朝阳 常营 常楹公元自由派,2020/4/10,BJ2449064854989324288,整租,1房间1卫,37㎡,#,于京膨,37㎡,北,12天前,随时入住,低楼层/23层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,4100,4100,0,4100
朝阳 双桥 金隅可乐,2020/4/10,BJ2375830463475621888,整租,1房间1卫,55㎡,#,高继禄,55㎡,西,12天前,随时入住,低楼层/19层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,3500,3500,0,3500
朝阳 定福庄 绿岛苑东区,2020/4/12,BJ2470066500661690368,整租,1室0厅1卫,33㎡,#,牛森叶,33㎡,西北,10天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4000,4000,0,4000
东城 广渠门 绿景苑,2020/4/12,BJ2485471831411671040,整租,1室1厅1卫,30㎡,#,逯彬杨,30㎡,北,10天前,随时入住,中楼层/12层,有,租用车位,民水,民电,无,集中供暖,3年以内,需提前预约,季付,4700,4700,0,4700
昌平 东关 红石座,2020/4/15,BJ2391102474204758016,整租,1房间1卫,46㎡,#,刘一伟,46㎡,南,7天前,随时入住,中楼层/8层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000
顺义 后沙峪 东亚创展国际,2020/4/15,BJ2478913101097861120,整租,1房间1卫,38㎡,精装修,金晓磊,38㎡,西,7天前,随时入住,中楼层/15层,有,免费使用,商水,商电,无,集中供暖,1年以内,只能周末看房,季付,2500,2500,0,2500
丰台 马家堡 7克拉,2020/4/13,BJ2334751184483008512,整租,1房间1卫,31㎡,#,魏媛星,31㎡,东,9天前,随时入住,低楼层/13层,有,暂无数据,民水,民电,无,集中供暖,3年以内,需提前预约,季付,3700,3700,0,3700
朝阳 管庄 华龙美树,2020/4/9,BJ2485303311574769664,整租,1室0厅1卫,37㎡,#,刘禹希,37㎡,北,13天前,随时入住,低楼层/19层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,4200,4200,0,4200
东城 广渠门 板厂南里,2020/4/9,BJ2299314848741195776,整租,1室1厅1卫,32㎡,#,张鹏举,32㎡,南,13天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,5000,5000,0,5000
朝阳 立水桥 明天生活馆,2020/4/8,BJ2422189913824043008,整租,1房间1卫,47㎡,精装修,李伟伟,47㎡,南,14天前,随时入住,中楼层/17层,有,租用车位,商水,商电,无,集中供暖,2年以内,需提前预约,季付,4500,4500,0,4500
东城 崇文门 兴隆都市馨园,2020/4/12,BJ2482405910345940992,整租,1室0厅1卫,31㎡,精装修,钱朋,31㎡,东,10天前,随时入住,高楼层/7层,有,暂无数据,民水,民电,无,集中供暖,2年以内,需提前预约,需咨询,4800,4800,0,4800
亦庄开发区 亦庄 锋创科技园,2020/4/9,BJ2475329008276086784,整租,1房间1卫,55㎡,#,范志芳,55㎡,南,13天前,随时入住,中楼层/19层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,3700,3700,0,3700
顺义 后沙峪 蓝星花园,2020/4/11,BJ2469504769010974720,整租,1室0厅1卫,36㎡,#,高旭,36㎡,西,11天前,随时入住,高楼层/11层,有,租用车位,民水,民电,无,集中供暖,2年以内,需提前预约,季付,3100,3100,0,3100
东城 广渠门 绿景苑,2020/4/15,BJ2435370413950238720,整租,1室0厅1卫,46㎡,精装修,黄春荣,46㎡,南,7天前,随时入住,中楼层/12层,有,暂无数据,民水,民电,无,集中供暖,3年以上,需提前预约,季付,5500,5500,0,5500
东城 崇文门 兴隆都市馨园,2020/4/16,BJ2459341617082146816,整租,1室0厅1卫,29㎡,精装修,孙洋,29㎡,北,6天前,随时入住,高楼层/7层,有,租用车位,民水,民电,无,集中供暖,3年以内,需提前预约,季付,4700,4700,0,4700
西城 天宁寺 永居东里,2020/4/16,BJ2464507980394004480,整租,1室0厅1卫,36㎡,#,周传,36㎡,东,6天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4800,4800,0,4800
亦庄开发区 亦庄 荣京丽都,2020/4/16,BJ2464286452667138048,整租,1房间1卫,34㎡,#,夏诚,34㎡,西,6天前,随时入住,高楼层/27层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,3500,3500,0,3500
丰台 北京南站 世纪金色嘉园,2020/4/18,BJ2461356942136705024,整租,1室0厅1卫,30㎡,精装修,靳羽笙,30㎡,西,4天前,随时入住,低楼层/30层,有,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,季付,3900,3900,0,3900
朝阳 北苑 乐想汇,2020/4/18,BJ2495712117714321408,整租,1房间1卫,54㎡,#,白壮壮,54㎡,西,4天前,随时入住,高楼层/18层,有,暂无数据,商水,商电,无,集中供暖,3年以内,需提前预约,需咨询,4900,4900,0,4900
朝阳 常营 北京像素南区,2020/4/16,BJ2418058592138829824,整租,1房间1卫,43㎡,精装修,王倩,43㎡,西南,6天前,随时入住,低楼层/23层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,4050,4050,0,4050
丰台 马家堡 7克拉,2020/4/13,BJ2334751184483008512,整租,1房间1卫,31㎡,#,刘雪影,31㎡,东,9天前,随时入住,低楼层/13层,有,暂无数据,民水,民电,无,集中供暖,3年以内,需提前预约,季付,3700,3700,0,3700
朝阳 管庄 华龙美树,2020/4/9,BJ2485303311574769664,整租,1室0厅1卫,37㎡,#,宋刘江,37㎡,北,13天前,随时入住,低楼层/19层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,4200,4200,0,4200
西城 广安门 车站西街1号院,2020/4/17,BJ2429034118290882560,整租,1室0厅1卫,38㎡,#,张悦,38㎡,北,5天前,随时入住,中楼层/8层,有,租用车位,民水,民电,有,自采暖,3年以内,一般下班后可看,季付,4200,4200,0,4200
朝阳 红庙 红庙北里,2020/4/17,BJ2492722777913049088,整租,1室0厅1卫,31㎡,#,张欣然,31㎡,南,5天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,5000,5000,0,5000
朝阳 常营 北京像素南区,2020/4/17,BJ2478754528262881280,整租,2房间1卫,43㎡,精装修,张帅,43㎡,西南,5天前,随时入住,中楼层/23层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,4300,4300,0,4300
朝阳 立水桥 东方郁金香,2020/4/17,BJ2492857415717371904,整租,1房间1卫,43㎡,精装修,陈正宽,43㎡,西,5天前,2020/4/30,中楼层/14层,有,免费使用,民水,民电,无,集中供暖,1年以内,需提前预约,季付,4600,4600,0,4600
亦庄开发区 亦庄 东晶国际,2020/4/17,BJ2410634618962182144,整租,1室0厅1卫,38㎡,#,李跞博,38㎡,西,5天前,随时入住,低楼层/17层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3500,3500,0,3500
顺义 顺义其它 东亚首航国际,2020/4/17,BJ2479772644598628352,整租,1房间1卫,40㎡,#,张玫,40㎡,南,5天前,随时入住,低楼层/13层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800
昌平 鼓楼大街 新悦家园,2020/4/18,BJ2380445444405993472,整租,1室0厅1卫,37㎡,#,关美娇,37㎡,西,4天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,2600,2600,0,2600
顺义 后沙峪 东亚创展国际,2020/4/18,BJ2488162690103508992,整租,1房间1卫,38㎡,精装修,黄河波,38㎡,东,4天前,随时入住,低楼层/13层,有,暂无数据,商水,商电,无,集中供暖,2年以内,需提前预约,季付,3000,3000,0,3000
顺义 顺义城 怡馨家园,2020/4/19,BJ2418086594436136960,整租,1室0厅1卫,54㎡,精装修,佟瑶,54㎡,北,3天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,有,集中供暖,3年以内,一般下班后可看,季付,2800,2800,0,2800
朝阳 方庄 10AM新坐标,2020/4/18,BJ2482405118159626240,整租,1室0厅1卫,45㎡,精装修,王昆明,45㎡,北,4天前,随时入住,中楼层/26层,有,暂无数据,民水,民电,无,集中供暖,3年以上,需提前预约,季付,5000,5000,0,5000
朝阳 方庄 10AM新坐标,2020/4/18,BJ2475885195123752960,整租,1室0厅1卫,41㎡,精装修,李金龙,41㎡,西,4天前,随时入住,高楼层/29层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,5000,5000,0,5000
东城 崇文门 兴隆都市馨园,2020/4/18,BJ2454122476414697472,整租,1室0厅1卫,30㎡,精装修,孙洋,30㎡,南,4天前,随时入住,中楼层/7层,有,暂无数据,民水,民电,无,集中供暖,3年以内,需提前预约,季付,4700,4700,0,4700
昌平 鼓楼大街 新悦家园,2020/4/18,BJ2453592682065297408,整租,1室0厅1卫,38㎡,#,雷加音,38㎡,西,4天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以上,需提前预约,季付,2800,2800,0,2800
亦庄开发区 亦庄 荣京丽都,2020/4/18,BJ2490420543044452352,整租,2房间1卫,36㎡,#,孙永星,36㎡,东,4天前,2020/4/28,中楼层/15层,有,暂无数据,商水,商电,无,集中供暖,1年以内,需提前预约,需咨询,3700,3700,0,3700
顺义 顺义城 怡馨家园,2020/4/19,BJ2412126660301160448,整租,1室0厅1卫,43㎡,精装修,佟瑶,43㎡,南,3天前,随时入住,中楼层/18层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3000,3000,0,3000
东城 永定门 新奥洋房,2020/4/19,BJ2416510752639680512,整租,1室0厅1卫,44㎡,精装修,安国磊,44㎡,西,3天前,随时入住,高楼层/11层,有,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,半年付,5200,5200,0,5200
顺义 后沙峪 蓝星花园,2020/4/19,BJ2458700127779692544,整租,1室0厅1卫,31㎡,精装修,金晓磊,31㎡,西,3天前,随时入住,高楼层/11层,有,租用车位,民水,民电,无,集中供暖,2年以内,需提前预约,季付,3100,3100,0,3100
朝阳 定福庄 福盈家园,2020/4/19,BJ2486009101780795392,整租,1室0厅1卫,53㎡,精装修,郭文静,53㎡,南,3天前,2020/4/25,中楼层/20层,有,暂无数据,民水,民电,有,自采暖,3年以上,需提前预约,季付,4800,4800,0,4800
顺义 后沙峪 东亚创展国际,2020/4/19,BJ2485998341436489728,整租,1房间1卫,39㎡,#,马明扬,39㎡,西,3天前,随时入住,低楼层/13层,有,租用车位,暂无数据,商电,无,集中供暖,暂无数据,需提前预约,季付,3100,3100,0,3100
东城 永定门 新奥洋房,2020/4/19,BJ2416510752639680512,整租,1室0厅1卫,44㎡,精装修,杨超华,44㎡,西,3天前,随时入住,高楼层/11层,有,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,半年付,5200,5200,0,5200
朝阳 定福庄 福盈家园,2020/4/19,BJ2486009101780795392,整租,1室0厅1卫,53㎡,精装修,郭文静,53㎡,南,3天前,2020/4/25,中楼层/20层,有,暂无数据,民水,民电,有,自采暖,3年以上,需提前预约,季付,4800,4800,0,4800
朝阳 北苑 中国铁建广场,2020/4/20,BJ2423668914099077120,整租,1房间1卫,37㎡,精装修,霍栋财,37㎡,北,2天前,随时入住,低楼层/29层,有,暂无数据,商水,商电,无,集中供暖,3年以上,需提前预约,季付,4800,4800,0,4800
丰台 北京南站 世纪金色嘉园,2020/4/20,BJ2407921185771241472,整租,1室0厅1卫,26㎡,#,张君华,26㎡,西,2天前,随时入住,中楼层/28层,有,租用车位,民水,民电,有,自采暖,1年以内,需提前预约,季付,3800,3800,0,3800
